laptop_ID,Company,Product,TypeName,Inches,Ram,OpSys,Weight,Price_in_euros,Touchscreen,ResolutionCategory,Memory_Storage,Memory_Type,Memory_Dual,Cpu_Brand,Cpu_Family,Cpu_Generation,Cpu_Frequency,Gpu_Marca,Gpu_Familia,Gpu_Modelo
730,Lenovo,ThinkPad T470s,Ultrabook,14.0,8,Windows 10,1.32,1499.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,1,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
98,Dell,Inspiron 3567,Notebook,15.6,8,Linux,2.2,599.9,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.7,AMD,Radeon R5,M430
1145,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,629.0,0,HD,2000.0,HDD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
585,MSI,GT73VR Titan,Gaming,17.3,16,Windows 10,4.14,2729.0,0,Full HD,1512.0,SSD+HDD,1,Intel,Intel Core,7.0,2.9,Nvidia,GeForce GTX,1070
898,Asus,Rog GL753VD-GC082T,Gaming,17.3,12,Windows 10,2.2,1369.9,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.5,Nvidia,GeForce GTX,1050
448,Dell,Inspiron 5570,Notebook,15.6,4,Windows 10,2.2,749.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,AMD,Radeon,530
822,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,1.98,961.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.7,Nvidia,GeForce GT,940MX
680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034.0,1,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
345,Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.0,1142.75,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Nvidia,GeForce,940MX
1085,Dell,Latitude 3570,Notebook,15.6,4,Windows 10,2.06,481.98,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
295,Acer,Chromebook C910-C2ST,Notebook,15.6,2,Chrome OS,2.19,199.0,0,HD,16.0,SSD,0,Intel,Intel Celeron,3.0,1.5,Intel,HD,Graphics
352,HP,Stream 14-AX001nv,Notebook,14.0,2,Windows 10,1.44,279.0,0,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
992,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,Windows 10,2.04,579.0,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
141,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,499.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Nvidia,GeForce,920MX
965,Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1775.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Intel,HD Graphics,620
890,HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,839.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
410,Acer,Aspire 7,Notebook,15.6,8,Linux,2.5,879.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,8,Windows 10,3.0,1039.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
1177,HP,Spectre Pro,2 in 1 Convertible,13.3,8,Windows 10,1.48,2041.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,6.0,2.6,Intel,HD Graphics,520
22,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,999.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.5,Nvidia,GeForce GTX,1050
104,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,4,Windows 10,2.1,349.0,0,Full HD,500.0,HDD,0,AMD,AMD E-Series,9.0,1.5,AMD,Radeon,R2
1068,Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2254.0,1,2K/QHD,1000.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
281,Dell,Inspiron 5770,Notebook,17.3,8,Linux,2.8,1099.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,8.0,1.8,AMD,Radeon,530
1311,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,8,Windows 10,2.6,899.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.6,Nvidia,GeForce GTX,960M
970,Dell,XPS 13,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,1,Full HD,256.0,SSD,0,Intel,Intel Core,,1.2,Intel,HD Graphics,615
516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,1149.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1060
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,949.0,0,Full HD,512.0,SSD,0,AMD,AMD A12-Series,9.0,3.6,AMD,Radeon,530
309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.5,1265.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
1224,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,8,Windows 10,1.91,579.0,0,HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
5,Apple,MacBook Pro,Ultrabook,13.3,8,macOS,1.37,1803.6,0,2K/QHD,256.0,SSD,0,Intel,Intel Core,,3.1,Intel,Iris Plus Graphics,650
1055,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,2,Windows 10,1.45,210.8,0,HD,32.0,Flash,0,Intel,Intel Atom,8.0,1.44,Intel,HD Graphics,400
454,Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.23,1993.0,0,Full HD,1064.0,Flash+HDD,1,Intel,Intel Xeon,1.0,3.0,Nvidia,Quadro,M620
507,Asus,VivoBook E201NA,Netbook,11.6,4,Windows 10 S,1.2,340.0,0,HD,64.0,Flash,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
302,Dell,Precision 7720,Workstation,17.3,16,Windows 10,3.42,2884.86,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.9,Nvidia,Quadro,M1200
318,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8,Windows 10,2.23,469.0,0,Full HD,256.0,SSD,0,AMD,AMD A8-Series,7.0,2.2,AMD,Radeon,R5
130,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,4,Windows 10 S,1.65,277.99,0,HD,64.0,SSD,0,AMD,AMD E-Series,6.0,1.5,AMD,Radeon,R2
1117,Acer,Chromebook 15,Notebook,15.6,4,Chrome OS,2.2,209.0,0,HD,16.0,SSD,0,Intel,Intel Celeron,3.0,1.5,Intel,HD,Graphics
453,Acer,Aspire ES1-572,Notebook,15.6,4,Linux,2.4,441.8,0,HD,500.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,No OS,1.9,450.0,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
15,Apple,"MacBook 12""",Ultrabook,12.0,8,macOS,0.92,1262.4,0,Full HD,256.0,SSD,0,Intel,Intel Core,,1.2,Intel,HD Graphics,615
112,Lenovo,Thinkpad T470,Notebook,14.0,8,Windows 10,1.58,1480.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
37,Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,367.0,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
786,Acer,Swift 3,Notebook,14.0,4,Windows 10,1.8,636.0,0,Full HD,128.0,SSD,0,Intel,Intel Core,7.0,2.4,Intel,HD Graphics,620
805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.63,299.0,0,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
1218,Dell,Inspiron 5567,Notebook,15.6,4,Windows 10,2.3,499.0,0,HD,128.0,SSD,0,Intel,Intel Core,6.0,2.0,AMD,Radeon R7,M440
270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8,Windows 10,2.67,799.0,1,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
6,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,400.0,0,HD,500.0,HDD,0,AMD,AMD A9-Series,9.0,3.0,AMD,Radeon,R5
1100,HP,EliteBook 840,Notebook,14.0,4,Windows 7,1.54,1030.99,0,Full HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
1211,Apple,"MacBook 12""",Ultrabook,12.0,8,Mac OS X,0.92,1163.0,0,Full HD,256.0,Flash,0,Intel,Intel Core,,1.1,Intel,HD Graphics,5300
369,HP,250 G6,Notebook,15.6,8,Windows 10,1.86,639.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
1235,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,8,No OS,2.8,539.0,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
241,Acer,Aspire A315-51,Notebook,15.6,4,Linux,2.1,390.0,0,HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
1099,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,750.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
321,HP,Spectre x360,2 in 1 Convertible,13.3,16,Windows 10,1.29,2449.0,1,4K,1000.0,SSD,0,Intel,Intel Core,8.0,1.8,Intel,UHD Graphics,620
778,Acer,Aspire A315-31,Notebook,15.6,4,Linux,2.1,298.0,0,HD,1000.0,HDD,0,Intel,Intel Pentium,4.0,1.1,Intel,HD Graphics,505
456,Microsoft,Surface Laptop,Ultrabook,13.5,16,Windows 10 S,1.25,2589.0,1,Full HD,512.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,Iris Plus Graphics,640
584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,32,Windows 10,4.6,2663.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,6.0,2.7,Nvidia,GeForce GTX,1070
1185,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,4,Windows 10,2.2,468.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Nvidia,GeForce,920MX
957,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,8,Windows 10,2.2,1119.0,0,HD,256.0,SSD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,1.36,2499.0,1,2K/QHD,512.0,SSD,0,Intel,Intel Core,6.0,2.6,Intel,HD Graphics,520
641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,579.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Nvidia,GeForce,920MX
236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,330.0,0,HD,500.0,HDD,0,AMD,AMD E-Series,9.0,1.5,AMD,Radeon,R2
653,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,4,Windows 10,1.43,274.0,0,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.6,Intel,HD,Graphics
247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,8,No OS,2.69,889.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.7,Nvidia,GeForce GTX,950M
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,Windows 10,1.47,1764.0,0,Full HD,512.0,SSD,0,Intel,Intel Core,6.0,2.6,Nvidia,GeForce,930M
651,Asus,ROG GL553VE-FY022,Gaming,15.6,8,No OS,2.5,1169.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
1306,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.2,369.0,0,HD,500.0,HDD,0,Intel,Intel Celeron,3.0,1.6,Intel,HD,Graphics
335,Dell,XPS 15,Notebook,15.6,32,Windows 10,2.06,2639.0,1,4K,1000.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
947,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,1,2K/QHD,1000.0,SSD,0,Intel,Intel Core,6.0,2.2,Intel,Iris Graphics,540
504,HP,EliteBook 840,Notebook,14.0,8,Windows 10,1.48,1749.0,0,Full HD,1000.0,SSD,0,Intel,Intel Core,7.0,2.8,Intel,HD Graphics,620
827,Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.36,2505.02,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1060
1300,HP,Stream 11-Y000na,Netbook,11.6,2,Windows 10,1.17,209.0,0,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
682,HP,Pavilion X360,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,1,Full HD,128.0,SSD,0,Intel,Intel Core,7.0,2.4,Nvidia,GeForce,940MX
393,Dell,Precision 3510,Workstation,15.6,8,Windows 10,2.23,1369.0,0,Full HD,500.0,HDD,0,Intel,Intel Core,6.0,2.6,AMD,FirePro,W5130M
99,Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.2,485.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.0,AMD,Radeon R5,M430
219,Huawei,MateBook X,Ultrabook,13.0,8,Windows 10,1.05,1499.0,0,Full HD,512.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
848,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,8,Windows 10,2.3,590.0,0,Full HD,128.0,HDD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,389.0,0,HD,2000.0,HDD,0,Intel,Intel Pentium,3.0,1.6,Intel,HD Graphics,405
88,HP,Pavilion 15-CK000nv,Ultrabook,15.6,8,Windows 10,1.83,699.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.8,Nvidia,GeForce GTX,940MX
1134,Asus,Rog GL752VW-T4308T,Gaming,17.3,8,Windows 10,3.52,1312.49,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,6.0,2.6,Nvidia,GeForce GTX,960M
925,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,6,Windows 10,2.2,789.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Nvidia,GeForce,940MX
1053,HP,ProBook 440,Notebook,14.0,8,Windows 10,1.64,1010.51,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
1203,Asus,Rog GL552VW-DM201T,Gaming,15.6,8,Windows 10,2.591,909.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,6.0,2.6,Nvidia,GeForce GTX,960M
1175,Lenovo,ThinkPad T460s,Ultrabook,14.0,12,Windows 7,1.4,2299.0,0,Full HD,512.0,SSD,0,Intel,Intel Core,6.0,2.6,Intel,HD Graphics,520
1266,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,8,No OS,2.3,573.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
41,Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,15.6,4,Linux,2.0,389.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,620
434,Dell,Latitude 5480,Ultrabook,14.0,8,Linux,1.6,1099.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Intel,HD Graphics,620
1093,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,540.0,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,Intel,HD Graphics,520
366,HP,250 G6,Notebook,15.6,4,Windows 10,1.86,439.0,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
71,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,12,Linux,3.0,949.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,1,4K,512.0,SSD,0,Intel,Intel Core,8.0,1.8,Intel,UHD Graphics,620
826,HP,Chromebook 11,Netbook,11.6,4,Chrome OS,1.23,385.0,0,HD,16.0,Flash,0,Intel,Intel Celeron,3.0,1.6,Intel,HD Graphics,400
1190,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.2,369.0,0,HD,500.0,HDD,0,Intel,Intel Celeron,3.0,1.6,Intel,HD,Graphics
317,MSI,GE63VR 7RF,Gaming,15.6,16,Windows 10,2.8,2099.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1070
540,Mediacom,SmartBook Edge,Notebook,13.3,4,Windows 10,1.2,369.0,0,Full HD,32.0,SSD,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
910,Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,614.0,0,HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,AMD,Radeon R5,M420X
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4,Windows 10,1.8,829.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
790,Asus,Rog G752VS-BA171T,Gaming,17.3,16,Windows 10,4.3,2350.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,6.0,2.6,Nvidia,GeForce GTX,1070
924,HP,Elitebook Folio,Ultrabook,12.5,8,Windows 10,1.09,3100.0,1,4K,240.0,SSD,0,Intel,Intel Core,,1.2,Intel,HD Graphics,515
636,Dell,XPS 15,Notebook,15.6,8,Windows 10,2.0,1820.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
669,Lenovo,Ideapad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,419.0,0,HD,500.0,HDD,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
1126,Dell,Vostro 3559,Notebook,15.6,4,Windows 7,2.24,769.15,0,HD,500.0,HDD,0,Intel,Intel Core,6.0,2.3,AMD,Radeon R5,M315
1154,MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,2399.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,6.0,2.7,Nvidia,GeForce GTX,980M
123,Acer,Spin 3,Notebook,15.6,6,Windows 10,2.1,479.0,1,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.4,Intel,HD Graphics,620
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,499.0,0,Full HD,128.0,SSD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
223,Dell,Latitude 5490,Ultrabook,14.0,8,Windows 10,1.6,1149.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.6,Intel,UHD Graphics,620
120,Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,1130.33,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,8.0,1.8,Nvidia,GeForce,940MX
795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.2,1089.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.5,Nvidia,GeForce GTX,1050
564,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,949.0,0,HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.7,Nvidia,GeForce,940MX
535,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.3,585.0,0,Full HD,500.0,HDD,0,Intel,Intel Core,7.0,2.5,AMD,Radeon R5,M430
935,HP,EliteBook 850,Ultrabook,15.6,8,Windows 10,1.84,1296.99,0,Full HD,256.0,SSD,0,Intel,Intel Core,6.0,2.5,AMD,Radeon R7,M365X
991,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799.0,1,4K,2512.0,SSD+HDD,1,Intel,Intel Core,7.0,2.7,Nvidia,GeForce GTX,950M
96,Asus,Zenbook UX430UA,Ultrabook,14.0,8,Windows 10,1.25,1049.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
215,Acer,Aspire 7,Notebook,15.6,8,Linux,2.4,779.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1050
738,Acer,Predator 17,Gaming,17.3,16,Windows 10,4.2,1935.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,6.0,2.6,Nvidia,GeForce GTX,1060
1011,Acer,Aspire ES1-533,Notebook,15.6,4,Windows 10,2.4,380.0,0,HD,500.0,HDD,0,Intel,Intel Pentium,4.0,1.1,Intel,HD Graphics,505
742,Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,960.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1249.0,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
1139,Asus,VivoBook Max,Notebook,15.6,4,Windows 10,2.0,435.0,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.4,Intel,HD Graphics,620
195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,4,Windows 10,1.3,260.0,0,Full HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
337,Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.0,943.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
819,HP,Omen 17-an012dx,Gaming,17.3,12,Windows 10,3.74,1749.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.8,AMD,Radeon RX,580
1250,Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.3,469.01,1,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.4,Intel,HD Graphics,620
52,Acer,Aspire A515-51G,Notebook,15.6,8,Windows 10,2.2,841.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,8.0,1.8,Nvidia,GeForce,MX150
889,Dell,Vostro 5568,Notebook,15.6,4,Windows 10,2.18,912.5,0,Full HD,1128.0,SSD+HDD,1,Intel,Intel Core,7.0,2.5,Nvidia,GeForce,940MX
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,4,Windows 10,2.2,613.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,8.0,1.6,Nvidia,GeForce,MX150
719,Dell,Latitude 5480,Notebook,14.0,8,Linux,1.64,1089.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.8,Nvidia,GeForce,930MX
343,HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1144.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.5,Intel,HD Graphics,620
1081,Asus,ROG G701VO,Gaming,17.3,64,Windows 10,3.58,3975.0,0,Full HD,1000.0,SSD,0,Intel,Intel Core,6.0,2.7,Nvidia,GeForce GTX,980
32,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,2,Windows 10,1.65,199.0,0,HD,32.0,Flash,0,AMD,AMD E-Series,6.0,1.5,AMD,Radeon,R2
621,Dell,Latitude 5580,Notebook,15.6,4,Linux,1.93,869.0,0,HD,500.0,HDD,0,Intel,Intel Core,7.0,2.6,Intel,HD Graphics,620
616,Acer,Swift SF114-31-P5HY,Notebook,14.0,4,Windows 10,1.6,349.0,0,HD,128.0,Flash,0,Intel,Intel Pentium,3.0,1.6,Intel,HD Graphics,405
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,4,Windows 10,2.37,849.9,0,HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
993,Asus,Rog GL753VE-DS74,Gaming,17.3,16,Windows 10,2.99,1749.0,0,Full HD,1256.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX 1050,Ti
204,Dell,Inspiron 7577,Gaming,15.6,16,Windows 10,2.65,1845.0,0,4K,1512.0,SSD+HDD,1,Intel,Intel Core,7.0,2.8,Nvidia,GeForce GTX,1060
685,HP,Chromebook X360,2 in 1 Convertible,11.6,8,Chrome OS,1.4,495.0,1,HD,64.0,Flash,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,1.85,449.0,0,Full HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
1181,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,8,Windows 10,2.2,459.0,0,HD,1000.0,HDD,0,Intel,Intel Core,6.0,2.0,Intel,HD Graphics,520
1153,Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.5,784.0,0,HD,1000.0,HDD,0,Intel,Intel Core,7.0,2.5,AMD,Radeon R7,M445
1147,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,4,Windows 10,1.5,278.0,0,HD,32.0,Flash,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,306.0,0,HD,1000.0,HDD,0,Intel,Intel Celeron,3.0,1.1,Intel,HD Graphics,500
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.8,470.34,0,HD,1000.0,HDD,0,Intel,Intel Pentium,4.0,1.1,Nvidia,GeForce,920MX
883,Toshiba,Tecra A50-D-11D,Notebook,15.6,8,Windows 10,2.0,1388.0,0,Full HD,256.0,SSD,0,Intel,Intel Core,7.0,2.7,Intel,HD Graphics,620
